Geography,Total Population,Land Area in Square Miles,Population Per Square Mile (Land Area),Unnamed: 4,Geoid,geographic type
Hood CDP,244,0.3151609196644927,774.2076659115995,,1600000US0634484,Rural
Isleton city,794,0.4396116893205683,1806.13941641804,,1600000US0636882,Rural
La Riviera CDP,11252,1.899774825211545,5922.807193082505,,1600000US0640410,Suburban
Lemon Hill CDP,14496,1.63997555201028,8839.15615829201,,1600000US0641142,Suburban
McClellan Park CDP,926,4.068040469685574,227.6280206405056,,1600000US0644760,Rural
Mather CDP,4698,10.02509586917005,468.623947472428,,1600000US0646226,Rural
North Highlands CDP,49327,8.81150993749778,5598.018994461632,,1600000US0651924,Suburban
Orangevale CDP,35569,11.45099822856322,3106.192079505972,,1600000US0654092,Suburban
Parkway CDP,15962,2.409303440788143,6625.151373534931,,1600000US0655800,Suburban
Rancho Cordova city,79332,34.56922039793235,2294.873852716245,,1600000US0659444,Urban
Rancho Murieta CDP,5903,11.88299907181037,496.7601162238145,,1600000US0659506,Suburban
Rio Linda CDP,15944,9.926838271065348,1606.150877512875,,1600000US0660942,Suburban
Rosemont CDP,23510,4.386582486096461,5359.525342226294,,1600000US0662910,Suburban
Sacramento city,524943,98.61049278992799,5323.399013108038,,1600000US0664000,Urban
Vineyard CDP,43935,18.74842817804561,2343.396448105865,,1600000US0682852,Suburban
Walnut Grove CDP,1452,10.20059591009688,142.3446250392846,,1600000US0683374,Rural
Wilton CDP,5958,29.00240039722192,205.4312718395097,,1600000US0685880,Suburban
San Benito County,64209,1388.651640470921,46.23837838712765,,0500000US06069,Urban
Aromas CDP,1343,2.662723919956386,504.3707272596243,,1550000US0602812069,Rural
Hollister city,41678,7.962323763662225,5234.40156882423,,1600000US0634120,Suburban
Ridgemark CDP,3212,2.569991057873627,1249.809796092272,,1600000US0660706,Rural
San Juan Bautista city,2089,0.7846646393728465,2662.283853736114,,1600000US0668014,Rural
Tres Pinos CDP,443,3.601520547585549,123.0036019916605,,1600000US0680364,Rural
San Bernardino County,2181654,20068.01148074817,108.713013349276,,0500000US06071,Urban
Adelanto city,38046,52.86660247074504,719.660394689703,,1600000US0600296,Suburban
Apple Valley town,75791,77.00602898546248,984.2216382084596,,1600000US0602364,Urban
Baker CDP,442,2.68786110205916,164.4430211298439,,1600000US0603512,Rural
Barstow city,25415,41.29913034346105,615.3882609303901,,1600000US0604030,Suburban
Big Bear City CDP,12738,32.0146741992627,397.8800446544403,,1600000US0606406,Suburban
Big Bear Lake city,5046,6.241072931612038,808.5148267441642,,1600000US0606434,Suburban
Big River CDP,1084,10.83051929198128,100.087536966263,,1600000US0606635,Rural
Bloomington CDP,24339,6.071876780896282,4008.480553587135,,1600000US0607064,Suburban
Bluewater CDP,116,1.047037283570426,110.7887959867454,,1600000US0607172,Rural
Chino city,91403,29.60517075754791,3087.399858239176,,1600000US0613210,Urban
Chino Hills city,78411,44.64975976722672,1756.134868558785,,1600000US0613214,Urban
Colton city,53909,15.54982571347821,3466.855577247596,,1600000US0614890,Urban
Crestline CDP,11650,13.90445013644851,837.8612520218406,,1600000US0617162,Suburban
Fontana city,208393,43.07051770124031,4838.414096749964,,1600000US0624680,Urban
Fort Irwin CDP,8096,6.965450032973126,1162.308244503236,,1600000US0625114,Suburban
Grand Terrace city,13150,3.502968353521329,3753.95912063581,,1600000US0630658,Suburban
Hesperia city,99818,72.68060855880414,1373.378704159303,,1600000US0633434,Urban
Highland city,56999,18.57149878686696,3069.165319080626,,1600000US0633588,Urban
Homestead Valley CDP,2789,33.85612751873754,82.37799785153926,,1600000US0634392,Rural
Joshua Tree CDP,6489,36.08644557426521,179.8182086580338,,1600000US0637554,Suburban
Lake Arrowhead CDP,12401,17.67819850902784,701.4855045137716,,1600000US0639444,Suburban
Lenwood CDP,3623,2.080866783938767,1741.101366009701,,1600000US0641194,Rural
Loma Linda city,24791,7.639661650942012,3245.038999461859,,1600000US0642370,Suburban
Lucerne Valley CDP,5331,105.6263507784592,50.47036048022944,,1600000US0644420,Suburban
Lytle Creek CDP,725,6.017841781506323,120.47508497615,,1600000US0644644,Rural
Mentone CDP,9557,6.110500898073659,1564.02890031697,,1600000US0646884,Suburban
Montclair city,37865,5.530952653062485,6846.017743260589,,1600000US0648788,Suburban
Morongo Valley CDP,3514,25.21903846658749,139.3391744358402,,1600000US0649348,Rural
Mountain View Acres CDP,3337,1.588630526473482,2100.551351866335,,1600000US0649684,Rural
Muscoy CDP,10719,3.041131078599592,3524.67543258148,,1600000US0650132,Suburban
Needles city,4931,30.57798568950898,161.2598046866043,,1600000US0650734,Rural
Oak Glen CDP,602,14.99612198975439,40.14371184838965,,1600000US0652715,Rural
Oak Hills CDP,9450,24.51631706401729,385.4575699655072,,1600000US0652760,Suburban
Ontario city,175265,49.97133500232434,3507.310741084821,,1600000US0653896,Urban
Phelan CDP,13859,60.09225409538577,230.6287259253298,,1600000US0656826,Suburban
Piñon Hills CDP,7258,32.11513991570617,225.9993267676974,,1600000US0657302,Suburban
Rancho Cucamonga city,174453,40.11046151565181,4349.314204024438,,1600000US0659451,Urban
Redlands city,73168,35.99191231774047,2032.901151627205,,1600000US0659962,Urban
Rialto city,104026,24.09025871934542,4318.176953262153,,1600000US0660466,Urban
Running Springs CDP,5268,4.204144961289396,1253.049085725228,,1600000US0663316,Suburban
San Antonio Heights CDP,3441,2.445939517866492,1406.821376761378,,1600000US0664462,Rural
San Bernardino city,222101,62.13163728943918,3574.684487475298,,1600000US0665000,Urban
Searles Valley CDP,1565,10.4969185185414,149.0913735526895,,1600000US0670728,Rural
Silver Lakes CDP,6317,5.235690281190492,1206.526677617691,,1600000US0671964,Suburban
Spring Valley Lake CDP,9598,3.024373085898468,3173.550262284743,,1600000US0673700,Suburban
Twentynine Palms city,28065,58.74840810073251,477.7150719025196,,1600000US0680994,Suburban
Upland city,79040,15.58440347986168,5071.737272596686,,1600000US0681344,Urban
Victorville city,134810,73.71006274932547,1828.92260529562,,1600000US0682590,Urban
Wrightwood CDP,4720,5.951454987436235,793.0833737235874,,1600000US0686594,Rural
Yermo CDP,623,0.648744318506495,960.3166952340141,,1600000US0686720,Rural
Yucaipa city,54542,28.26911707699032,1929.384630282441,,1600000US0687042,Urban
Yucca Valley town,21738,39.83101350276527,545.755633320524,,1600000US0687056,Suburban
San Diego County,3298634,4210.233891817259,783.4799882284483,,0500000US06073,Urban
Alpine CDP,14696,26.78557738491453,548.6534708143606,,1600000US0601192,Suburban
Bonita CDP,12917,5.016888881338446,2574.7032285383,,1600000US0607414,Suburban
Bonsall CDP,4546,13.62410327769858,333.6733366842123,,1600000US0607498,Rural
Borrego Springs CDP,3073,43.40667910430473,70.79555643074396,,1600000US0607596,Rural
Bostonia CDP,16882,1.926331318909586,8763.809129966377,,1600000US0607624,Suburban
Boulevard CDP,359,3.905747825858652,91.9158163830191,,1600000US0607694,Rural
Campo CDP,2955,23.50508766835985,125.717463456974,,1600000US0610508,Rural
Camp Pendleton Mainside CDP,9683,10.74707411771792,900.9894129264766,,1600000US0610554,Suburban
Camp Pendleton South CDP,12468,6.946140290997487,1794.953668897113,,1600000US0610561,Suburban
Carlsbad city,114746,37.77324759805837,3037.758395068424,,1600000US0611194,Urban
Casa de Oro-Mount Helix CDP,19576,6.850979232336211,2857.401743038784,,1600000US0611691,Suburban
Chula Vista city,275487,49.63757708529923,5549.968716776645,,1600000US0613392,Urban
Coronado city,20192,7.805381337674151,2586.933184486386,,1600000US0616378,Suburban
Crest CDP,2828,6.530380449639149,433.0528706265907,,1600000US0617106,Rural
Del Dios CDP,396,0.409918115450728,966.0465958294518,,1600000US0618422,Rural
Del Mar city,3954,1.716897143924991,2302.99177442906,,1600000US0618506,Rural
Descanso CDP,1499,19.15571114615203,78.25342471303222,,1600000US0618940,Rural
El Cajon city,106215,14.50958923361807,7320.331285044555,,1600000US0621712,Urban
Elfin Forest CDP,600,2.024659187610136,296.3461720726574,,1600000US0621916,Rural
Encinitas city,62007,19.05551377072017,3254.018797188093,,1600000US0622678,Urban
Escondido city,151038,37.34500738999563,4044.396039949952,,1600000US0622804,Urban
Eucalyptus Hills CDP,5517,4.758441351851824,1159.4132599434,,1600000US0623000,Suburban
Fairbanks Ranch CDP,3002,5.094992332010805,589.2059897988545,,1600000US0623150,Rural
Fallbrook CDP,32267,17.5405797246937,1839.562916758924,,1600000US0623462,Suburban
Granite Hills CDP,3267,2.792987457856948,1169.715241939096,,1600000US0630703,Rural
Harbison Canyon CDP,4048,10.07156596864541,401.9235948612309,,1600000US0632044,Rural
Harmony Grove CDP,2079,3.08139226899893,674.6950139767232,,1600000US0632212,Rural
Hidden Meadows CDP,4484,6.587330520450288,680.7006246429379,,1600000US0633532,Rural
Imperial Beach city,26137,4.290568141628455,6091.734040163708,,1600000US0636294,Suburban
Jacumba CDP,540,6.119018312053956,88.24944990542765,,1600000US0637022,Rural
Jamul CDP,6179,16.83326332013894,367.0708336515822,,1600000US0637120,Suburban
Julian CDP,1768,7.885954297857751,224.1960748466782,,1600000US0637582,Rural
Lake San Marcos CDP,5328,1.706882811812255,3121.47967225886,,1600000US0639724,Suburban
Lakeside CDP,21152,6.928510479585234,3052.892834949748,,1600000US0639766,Suburban
La Mesa city,61121,9.091458724905289,6722.90353500304,,1600000US0640004,Urban
La Presa CDP,35033,5.49748493043211,6372.550437759246,,1600000US0640326,Suburban
Lemon Grove city,27627,3.878678588472225,7122.786632052958,,1600000US0641124,Suburban
Mount Laguna CDP,74,1.697047245006541,43.60515019115734,,1600000US0649810,Rural
National City city,56173,7.294729936972681,7700.490694698951,,1600000US0650398,Urban
Oceanside city,174068,41.27034179308939,4217.750385317799,,1600000US0653322,Urban
Pala CDP,1490,5.638666279534886,264.2468850138982,,1600000US0655058,Rural
Pine Valley CDP,1645,7.16445558821122,229.6057222696406,,1600000US0657260,Rural
Potrero CDP,648,3.149739689913621,205.7312869616126,,1600000US0658478,Rural
Poway city,48841,39.07759225139267,1249.846707181898,,1600000US0658520,Suburban
Rainbow CDP,1884,11.04289672384582,170.6074091892688,,1600000US0659248,Rural
Ramona CDP,21468,38.43592171083418,558.5400074833818,,1600000US0659346,Suburban
Rancho San Diego CDP,21858,8.696427164913505,2513.445991727271,,1600000US0659550,Suburban
Rancho Santa Fe CDP,3156,6.712378976273249,470.1760748544966,,1600000US0659584,Rural
San Diego city,1386932,325.8843461822989,4255.902488866874,,1600000US0666000,Urban
San Diego Country Estates CDP,10395,16.78431830572188,619.3281020210561,,1600000US0666004,Suburban
San Marcos city,94833,24.35479623843817,3893.812088246051,,1600000US0668196,Urban
Santee city,60037,16.53739785666961,3630.377676121931,,1600000US0670224,Urban
Solana Beach city,12941,3.413777206689761,3790.815632209492,,1600000US0672506,Suburban
Spring Valley CDP,30998,7.3420838243266,4221.962148851259,,1600000US0673696,Suburban
Valley Center CDP,10087,27.44547851186955,367.5286621669795,,1600000US0681736,Suburban
Vista city,98381,18.74764052960863,5247.64702228125,,1600000US0682996,Urban
Winter Gardens CDP,22380,4.419928200439538,5063.430667895109,,1600000US0685992,Suburban
San Francisco County,873965,46.91415133969733,18629.02717075215,,0500000US06075,Urban
San Francisco city,873965,46.91415133969733,18629.02717075215,,1600000US0667000,Urban
San Joaquin County,779233,1392.370351522864,559.64492431754,,0500000US06077,Urban
Acampo CDP,334,0.9376390933085404,356.213816577818,,1600000US0600156,Rural
August CDP,8628,1.255826281820611,6870.376997917035,,1600000US0603209,Suburban
Collierville CDP,2094,6.59496646316508,317.514882250825,,1600000US0614708,Rural
Country Club CDP,10777,1.916900773285436,5622.095911375195,,1600000US0616651,Suburban
Dogtown CDP,2516,12.96692185446419,194.0321711072704,,1600000US0619440,Rural
Escalon city,7472,2.277721750062162,3280.470935396775,,1600000US0622790,Suburban
Farmington CDP,220,2.54205540720652,86.54414037409174,,1600000US0623630,Rural
French Camp CDP,3770,3.0941324824671,1218.435222590727,,1600000US0626028,Rural
Garden Acres CDP,11398,2.584481086398856,4410.169631336577,,1600000US0628182,Suburban
Kennedy CDP,3223,1.212007159878733,2659.225214744174,,1600000US0638065,Rural
Lathrop city,28701,19.82619880864313,1447.629990852707,,1600000US0640704,Suburban
Lincoln Village CDP,4401,0.7350582319300321,5987.280747056401,,1600000US0641558,Rural
Linden CDP,1863,7.408928921678402,251.4533503687548,,1600000US0641670,Rural
Lockeford CDP,3333,8.34098845245615,399.5929282240572,,1600000US0642104,Rural
Lodi city,66348,13.63983694132946,4864.281023694785,,1600000US0642202,Urban
Manteca city,83498,21.38868944566538,3903.838999210942,,1600000US0645484,Urban
Morada CDP,4054,2.9811481752039,1359.878731865691,,1600000US0649180,Rural
Mountain House CDP,24499,4.557754321641645,5375.234879087509,,1600000US0649582,Suburban
Peters CDP,708,2.526023672696553,280.2824089309518,,1600000US0656798,Rural
Ripon city,16013,5.324574090690768,3007.37668915085,,1600000US0661026,Suburban
Stockton city,320804,62.2070349360692,5157.037308235211,,1600000US0675000,Urban
Taft Mosswood CDP,1636,0.4654608438340255,3514.796188921461,,1600000US0677595,Rural
Terminous CDP,429,0.9773589684585411,438.9380093136147,,1600000US0678232,Rural
Thornton CDP,1004,2.133082469880169,470.6803483582151,,1600000US0678568,Rural
Tracy city,93000,25.88913925469925,3592.239938340907,,1600000US0680238,Urban
Victor CDP,313,1.26276878502912,247.8680212171875,,1600000US0682562,Rural
Waterloo CDP,534,5.434921706200956,98.25348530609641,,1600000US0683626,Rural
Woodbridge CDP,4031,3.014102381941538,1337.379919192867,,1600000US0686230,Rural
San Luis Obispo County,282424,3300.854224807219,85.56088235508022,,0500000US06079,Urban
Arroyo Grande city,18441,5.939100876143056,3105.015453446191,,1600000US0602868,Suburban
Atascadero city,29773,26.07149955907132,1141.974972806686,,1600000US0603064,Suburban
Avila Beach CDP,1576,6.087310443137189,258.8992322178634,,1600000US0603330,Rural
Blacklake CDP,1016,1.045433415135514,971.845729522909,,1600000US0606935,Rural
California Polytechnic State University CDP,8583,1.539369680477284,5575.658731526288,,1600000US0609835,Suburban
Callender CDP,1282,2.286361558431931,560.7162153650107,,1600000US0609948,Rural
Cambria CDP,5678,8.418465259298499,674.4697311340026,,1600000US0610074,Suburban
Cayucos CDP,2505,3.09999583009651,808.0656030824447,,1600000US0612132,Rural
Creston CDP,98,0.5638616858456487,173.8014879536016,,1600000US0617232,Rural
Edna CDP,184,1.219483642395254,150.8835326717426,,1600000US0621565,Rural
El Paso de Robles (Paso Robles) city,31490,19.65038448054586,1602.513173784234,,1600000US0622300,Suburban
Garden Farms CDP,449,1.093340586906194,410.6680071856905,,1600000US0628210,Rural
Grover Beach city,12701,2.312031175434017,5493.438036195923,,1600000US0631393,Suburban
Lake Nacimiento CDP,2956,10.49117370427971,281.7606574175915,,1600000US0639670,Rural
Los Berros CDP,623,2.5125421430524,247.9560399504937,,1600000US0644042,Rural
Los Osos CDP,14465,12.76339774547218,1133.318908370733,,1600000US0644182,Suburban
Los Ranchos CDP,1516,2.888875160811556,524.7717244985133,,1600000US0644242,Rural
Morro Bay city,10757,5.326685683485792,2019.454617596396,,1600000US0649362,Suburban
Nipomo CDP,18176,15.07501231665938,1205.703824196131,,1600000US0651476,Suburban
Oak Shores CDP,316,5.088182261848317,62.10469353061477,,1600000US0653160,Rural
Oceano CDP,7183,1.536465419917004,4675.01572563085,,1600000US0653294,Suburban
Pismo Beach city,8072,3.497155199174668,2308.161788731881,,1600000US0657414,Suburban
San Luis Obispo city,47063,13.30466473203737,3537.330774421788,,1600000US0668154,Suburban
San Miguel CDP,3172,1.679629017586182,1888.51226478483,,1600000US0668266,Rural
San Simeon CDP,445,0.7966307179801605,558.6026121717822,,1600000US0668434,Rural
Santa Margarita CDP,1291,0.5173842504289595,2495.244103255252,,1600000US0669182,Rural
Shandon CDP,1168,2.949521001641707,395.9965022625335,,1600000US0671134,Rural
Templeton CDP,8386,7.909127378196347,1060.293961520747,,1600000US0678162,Suburban
Whitley Gardens CDP,325,1.311557428065304,247.7970030480571,,1600000US0685222,Rural
Woodlands CDP,1933,1.652409200351507,1169.807091118111,,1600000US0686380,Rural
San Mateo County,764442,448.6206252693063,1703.983180757921,,0500000US06081,Urban
Atherton town,7188,5.016124012929789,1432.978925854282,,1600000US0603092,Suburban
Baywood Park CDP,1693,0.5488793770473068,3084.466407004546,,1600000US0604549,Rural
Belmont city,28335,4.629572801109504,6120.435128098505,,1600000US0605108,Suburban
Brisbane city,4851,2.985233136215303,1624.998711541212,,1600000US0608310,Rural
Broadmoor CDP,4411,0.4319691828688009,10211.37658641664,,1600000US0608338,Rural
Burlingame city,31386,4.393110701671205,7144.368109836226,,1600000US0609066,Suburban
Colma town,1507,1.890513778442217,797.1378030588954,,1600000US0614736,Rural
Daly City city,104901,7.638458556564741,13733.26820106193,,1600000US0617918,Urban
East Palo Alto city,30034,2.527947619834532,11880.78414455672,,1600000US0620956,Suburban
El Granada CDP,5481,4.918766032892816,1114.303864698465,,1600000US0621936,Suburban
Emerald Lake Hills CDP,4406,1.182242929310869,3726.814422623159,,1600000US0622587,Rural
Foster City city,33805,3.787185886575536,8926.152824932311,,1600000US0625338,Suburban
Half Moon Bay city,11795,6.242232396443535,1889.548362012301,,1600000US0631708,Suburban
Highlands CDP,2359,1.30397631185936,1809.081943088572,,1600000US0633632,Rural
Hillsborough town,11387,6.166608107836793,1846.558075504897,,1600000US0633798,Suburban
Ladera CDP,1557,0.4297695587778785,3622.871765109631,,1600000US0639094,Rural
La Honda CDP,979,4.255996938981957,230.0283609306775,,1600000US0639318,Rural
Loma Mar CDP,134,1.732675595408164,77.33703894434653,,1600000US0642384,Rural
Menlo Park city,33780,9.990000339769914,3381.381266377215,,1600000US0646870,Suburban
Millbrae city,23216,3.268698542232628,7102.520988106389,,1600000US0647486,Suburban
Montara CDP,2833,3.876660046301373,730.7837071509266,,1600000US0648760,Rural
Moss Beach CDP,3214,2.245261368006338,1431.459181455496,,1600000US0649446,Rural
North Fair Oaks CDP,14027,1.196005541338415,11728.20653013262,,1600000US0651840,Suburban
Pacifica city,38640,12.58284941860735,3070.84657175184,,1600000US0654806,Suburban
Pescadero CDP,595,4.025689308213011,147.8007750836883,,1600000US0656756,Rural
Portola Valley town,4456,9.08302007576869,490.585726204386,,1600000US0658380,Rural
Redwood City city,84292,19.33631314121919,4359.259150614131,,1600000US0660102,Urban
San Bruno city,43908,5.488582186481173,7999.880207341888,,1600000US0665028,Suburban
San Carlos city,30722,5.411864456514857,5676.786668782243,,1600000US0665070,Suburban
San Mateo city,105661,12.133971277087,8707.866335527213,,1600000US0668252,Urban
South San Francisco city,66105,9.202984724253549,7182.995732437419,,1600000US0673262,Urban
West Menlo Park CDP,3930,0.4850126718733832,8102.881074880371,,1600000US0684536,Rural
Woodside town,5309,11.46624965057753,463.0110246843088,,1600000US0686440,Suburban
Santa Barbara County,448229,2733.935598543314,163.9500945957995,,0500000US06083,Urban
Ballard CDP,768,2.794196729869019,274.855378574579,,1600000US0603694,Rural
Buellton city,5161,1.582150187568437,3262.016489048869,,1600000US0608758,Suburban
Carpinteria city,13264,2.588439019794686,5124.323925951361,,1600000US0611446,Suburban
Casmalia CDP,147,0.1675586913916204,877.3045359755746,,1600000US0611754,Rural
Cuyama CDP,37,0.4533781623698643,81.60957688521295,,1600000US0617727,Rural
Eastern Goleta Valley CDP,28656,16.59508383822628,1726.776452553482,,1600000US0620574,Suburban
Garey CDP,72,1.264803157389146,56.92585409782268,,1600000US0629070,Rural
Goleta city,32690,7.853130979757435,4162.670925044181,,1600000US0630378,Suburban
Guadalupe city,8057,1.310470550442705,6148.173262862088,,1600000US0631414,Suburban
Isla Vista CDP,15500,0.5512288087821257,28118.99478593182,,1600000US0636868,Suburban
Lompoc city,44444,11.62316620771988,3823.742963469038,,1600000US0642524,Suburban
Los Alamos CDP,1839,0.9038864272730222,2034.547642836243,,1600000US0643252,Rural
Los Olivos CDP,1202,2.617316759768771,459.2489600327136,,1600000US0644168,Rural
Mission Canyon CDP,2540,1.800090193468078,1411.04040742892,,1600000US0648147,Rural
Mission Hills CDP,3571,1.208701353056462,2954.410525784518,,1600000US0648186,Rural
Montecito CDP,8638,9.176976495643995,941.2686198008865,,1600000US0648844,Suburban
New Cuyama CDP,542,0.632261616656139,857.2400818295624,,1600000US0651028,Rural
Orcutt CDP,32034,10.82248605012842,2959.94837522751,,1600000US0654120,Suburban
Santa Barbara city,88665,19.50724096018978,4545.235288831816,,1600000US0669070,Urban
Santa Maria city,109707,22.81031842618576,4809.533911374893,,1600000US0669196,Urban
Santa Ynez CDP,4505,4.83030230255893,932.6538418958589,,1600000US0670182,Rural
Sisquoc CDP,191,2.229787551139233,85.65838476513834,,1600000US0672086,Rural
Solvang city,6126,2.425226294484762,2525.949852156565,,1600000US0672576,Suburban
Summerland CDP,1222,1.396944310166688,874.7664392249014,,1600000US0675714,Rural
Toro Canyon CDP,1835,9.38728635036147,195.4771519172142,,1600000US0679529,Rural
University of California-Santa Barbara CDP,9710,1.298668951361937,7476.886230179719,,1600000US0681316,Suburban
Vandenberg AFB CDP,3559,22.39308097180373,158.9330206272785,,1600000US0682072,Rural
Vandenberg Village CDP,7308,5.270243337034766,1386.653240211059,,1600000US0682086,Suburban
Santa Clara County,1936259,1291.084251741707,1499.715450318548,,0500000US06085,Urban
Alum Rock CDP,12042,0.8689349139841575,13858.34520653126,,1600000US0601458,Suburban
Burbank CDP,4940,0.416234747033577,11868.3027671438,,1600000US0608968,Rural
Cambrian Park CDP,3719,0.6101398925400426,6095.323458555739,,1600000US0610088,Rural
Campbell city,43959,6.080674891157797,7229.296219063267,,1600000US0610345,Suburban
Cupertino city,60381,11.32777101669969,5330.35139137124,,1600000US0617610,Urban
East Foothills CDP,6803,2.128550016447952,3196.072418985296,,1600000US0620598,Suburban
Fruitdale CDP,989,0.2668823176014715,3705.753190725989,,1600000US0627080,Rural
Gilroy city,59520,16.53550248109257,3599.527747527346,,1600000US0629504,Urban
Lexington Hills CDP,2492,4.718439236011904,528.1407421718279,,1600000US0641282,Rural
Los Altos city,31625,6.539810223058948,4835.767235032646,,1600000US0643280,Suburban
Los Altos Hills town,8489,9.029269247579526,940.164676369092,,1600000US0643294,Suburban
Los Gatos town,33529,11.55001297303308,2902.940462342628,,1600000US0644112,Suburban
Loyola CDP,3491,1.390347754506971,2510.882610975222,,1600000US0644378,Rural
Milpitas city,80273,13.48248447483154,5953.872978667232,,1600000US0647766,Urban
Monte Sereno city,3479,1.632302157384513,2131.34558712739,,1600000US0648956,Rural
Morgan Hill city,45483,12.93792944214413,3515.477511559403,,1600000US0649278,Suburban
Mountain View city,82376,11.95815540458102,6888.687863049744,,1600000US0649670,Urban
Palo Alto city,68572,24.09610778119435,2845.770803428949,,1600000US0655282,Urban
San Jose city,1013240,178.2601741784132,5684.051441495229,,1600000US0668000,Urban
San Martin CDP,7008,11.59996030869641,604.1399981986274,,1600000US0668238,Suburban
Santa Clara city,127647,18.27656807676329,6984.188687059337,,1600000US0669084,Urban
Saratoga city,31051,12.77956307133469,2429.73878110506,,1600000US0670280,Suburban
Stanford CDP,21150,2.750472589062189,7689.587630906506,,1600000US0673906,Suburban
Sunnyvale city,155805,22.06022421725506,7062.71153301028,,1600000US0677000,Urban
Santa Cruz County,270861,445.1076931630571,608.5291361180202,,0500000US06087,Urban
Amesti CDP,2637,2.939059949312506,897.2256590468108,,1600000US0601651,Rural
Aptos CDP,6664,6.578067543170084,1013.063480462304,,1600000US0602378,Suburban
Aptos Hills-Larkin Valley CDP,2383,9.26046645775965,257.3304499152098,,1600000US0602382,Rural
Ben Lomond CDP,6337,8.368726418809663,757.2239409997766,,1600000US0605332,Suburban
Bonny Doon CDP,2868,16.56306245434342,173.1563838454229,,1600000US0607470,Rural
Boulder Creek CDP,5429,7.512094264529411,722.7012613026756,,1600000US0607652,Suburban
Brookdale CDP,2043,3.846769560322287,531.0949792970792,,1600000US0608478,Rural
Capitola city,9938,1.594438275389693,6232.916101798345,,1600000US0611040,Suburban
Corralitos CDP,2342,8.98596943306301,260.6285295588517,,1600000US0616434,Rural
Davenport CDP,388,2.844771867668885,136.3905501209635,,1600000US0618086,Rural
Day Valley CDP,3410,18.50292202126033,184.2952154303965,,1600000US0618153,Rural
Felton CDP,4489,4.639808755870684,967.4967732926777,,1600000US0623826,Rural
Freedom CDP,3835,1.133641931931731,3382.90238917428,,1600000US0625576,Rural
Interlaken CDP,7368,9.803588665275669,751.5615201296104,,1600000US0636613,Suburban
La Selva Beach CDP,2531,5.296784772747982,477.8370480564028,,1600000US0640508,Rural
Live Oak CDP,17038,3.242554791759653,5254.498719126934,,1600000US0641922,Suburban
Lompico CDP,1154,3.378274339495009,341.594519577265,,1600000US0642510,Rural
Mount Hermon CDP,1110,0.6500261777274644,1707.623535840718,,1600000US0649796,Rural
Pajaro Dunes CDP,122,2.564056281341844,47.58085884766691,,1600000US0655048,Rural
Paradise Park CDP,367,0.278202833372201,1319.181388454802,,1600000US0655604,Rural
Pasatiempo CDP,1093,0.8903126192090465,1227.658663280569,,1600000US0656028,Rural
Pleasure Point CDP,5821,0.7495486465574358,7766.006951963662,,1600000US0657825,Suburban
Rio del Mar CDP,9128,3.000065637369748,3042.60009724414,,1600000US0660928,Suburban
Santa Cruz city,62956,12.74005864119834,4941.578510197369,,1600000US0669112,Urban
Scotts Valley city,12224,4.618444950324094,2646.778327225096,,1600000US0670588,Suburban
Seacliff CDP,3280,0.7298141921893074,4494.294623348728,,1600000US0670644,Rural
Soquel CDP,9980,4.596675737493764,2171.134221758565,,1600000US0672688,Suburban
Twin Lakes CDP,4944,0.6910669084181085,7154.155320961754,,1600000US0681050,Rural
Watsonville city,52590,6.70667817765951,7841.437833588252,,1600000US0683668,Urban
Zayante CDP,729,2.822008827840129,258.3266192536868,,1600000US0687090,Rural
Shasta County,182155,3775.520031753043,48.24633387401791,,0500000US06089,Urban
Anderson city,11323,7.031237210365453,1610.385151464898,,1600000US0602042,Suburban
Bella Vista CDP,3641,26.44220899865173,137.6965139404825,,1600000US0604926,Rural
Big Bend CDP,79,5.734588345583068,13.77605422381327,,1600000US0606475,Rural
Burney CDP,3000,5.372947287786662,558.3527697767204,,1600000US0609122,Rural
Cassel CDP,207,2.025653014608562,102.1892685998844,,1600000US0611782,Rural
Castella CDP,214,1.118970821486432,191.2471673888012,,1600000US0611824,Rural
Centerville CDP,2095,8.064294506383813,259.7871392645156,,1600000US0612415,Rural
Cottonwood CDP,6268,13.22459022976168,473.9655362548768,,1600000US0616630,Suburban
Fall River Mills CDP,616,2.648421923190378,232.5913384895809,,1600000US0623532,Rural
French Gulch CDP,373,12.33224014937521,30.24592413722152,,1600000US0626056,Rural
Happy Valley CDP,4949,16.86538547668947,293.4412620950924,,1600000US0632036,Rural
Hat Creek CDP,266,50.01283866952279,5.318634316234026,,1600000US0632408,Rural
Igo CDP,103,1.016424400421932,101.3356231484046,,1600000US0636252,Rural
Johnson Park CDP,686,0.9025211699822547,760.0929737897318,,1600000US0637442,Rural
Jones Valley CDP,1160,6.432248720843495,180.3412850378527,,1600000US0637533,Rural
Keswick CDP,188,3.377548467406027,55.66167349313714,,1600000US0638352,Rural
Lakehead CDP,469,4.695127158890312,99.89079829540711,,1600000US0639514,Rural
McArthur CDP,334,1.001350199305943,333.5496415055417,,1600000US0644700,Rural
Millville CDP,724,8.046042298265474,89.98212700871288,,1600000US0647724,Rural
Montgomery Creek CDP,176,3.252604259170313,54.11048685181726,,1600000US0648998,Rural
Mountain Gate CDP,815,1.975152008426294,412.6264695188462,,1600000US0649558,Rural
Oak Run CDP,158,3.013076894564763,52.43809087149866,,1600000US0653140,Rural
Old Station CDP,64,2.219756616632973,28.83198974177542,,1600000US0653602,Rural
